X,Dam_Name,Continent,Lat,Long,Source,Flag,Article_source,ORD_FLOW,storage,up_area_sk,dem,underground,sgr_dk_rav,row_max_tmin,row_max_q
20104,Howard Reservoir,North America,41.77083,-72.47861,USGS,record,"Global Dam Tracker:A database of more than 42733dams with location,catchment,and attribute information",7,0.40581553,4.48362,131,340,131,17.9,204.3
20980,Ironworks,North America,40.17833,-74.995,USGS,record,"Global Dam Tracker:A database of more than 42734dams with location,catchment,and attribute information",7,2.460796301,14.5915,66,152,72,20.1,122.3
18581,Victoria Lake,North America,45.885,-95.32833,USGS,record,"Global Dam Tracker:A database of more than 42735dams with location,catchment,and attribute information",7,16.53852472,69.6901,425,39,1,16.9,106.6
20217,Twin Creeks Distribution Pond,North America,41.2256,-117.1611,USGS,record,"Global Dam Tracker:A database of more than 42736dams with location,catchment,and attribute information",8,0.024669637,80.8439,1547,1347,94,14.1,1.8
20174,Hog Park Saddle Dam No. 1,North America,41.035,-106.85973,USGS,record,"Global Dam Tracker:A database of more than 42737dams with location,catchment,and attribute information",7,27.94576491,33.5149,2755,464,98,5.9,99.6
23407,W Fork Pt Remove Creek Wid Site 13,North America,35.34945,-92.76556,USGS,record,"Global Dam Tracker:A database of more than 42738dams with location,catchment,and attribute information",7,0.281233863,23.2812,195,235,62,23.8,66
23987,Long Swamp Creek W/S Str # 9,North America,34.45306,-84.35445,USGS,record,"Global Dam Tracker:A database of more than 42739dams with location,catchment,and attribute information",7,0.067841502,7.43276,471,322,143,20.2,142.5
23920,Fred Pettigrew,North America,34.17167,-88.63,USGS,record,"Global Dam Tracker:A database of more than 42740dams with location,catchment,and attribute information",7,134.4495222,12.6055,100,70,26,22.8,160.9
20147,Goodwin,North America,41.9985,-73.0202,USGS,record,"Global Dam Tracker:A database of more than 42741dams with location,catchment,and attribute information",6,10.97798851,308.779,361,567,8,16.5,199.7
24003,Middle Fork Broad River 44,North America,34.48333,-83.45,USGS,record,"Global Dam Tracker:A database of more than 42742dams with location,catchment,and attribute information",6,0.485991851,50.0428,337,206,83,20,98.2
18104,Culmback,North America,47.97389,-121.68621,USGS,record,"Global Dam Tracker:A database of more than 42743dams with location,catchment,and attribute information",5,189.0434291,180.062,344,481,181,12.6,520.3
18789,Spencer Lake Dam,North America,45.365,-70.275,USGS,record,"Global Dam Tracker:A database of more than 42744dams with location,catchment,and attribute information",6,8.787324737,121.703,440,213,10,13,330.1
21304,Lake Lakengren Dam,North America,39.675,-84.68639,USGS,record,"Global Dam Tracker:A database of more than 42745dams with location,catchment,and attribute information",7,3.827494197,20.1454,322,63,44,18.1,188.2
24584,Coleman Dam,North America,32.03,-99.465,USGS,record,"Global Dam Tracker:A database of more than 42746dams with location,catchment,and attribute information",7,47.91583615,780.042,562,384,25,25.5,4.1
21736,Hood Lake Dam,North America,39.34945,-86.12473,USGS,record,"Global Dam Tracker:A database of more than 42747dams with location,catchment,and attribute information",7,0.161586123,8.96368,242,118,48,19.1,233.8
20850,Milton Lake,North America,40.23833,-104.63834,USGS,record,"Global Dam Tracker:A database of more than 42748dams with location,catchment,and attribute information",7,36.67388252,423.348,1462,230,37,16.5,2.5
19891,Batavia Kill Watershed Dam #1,North America,42.28722,-74.17667,USGS,record,"Global Dam Tracker:A database of more than 42749dams with location,catchment,and attribute information",7,0.37867893,24.1368,629,484,144,15.2,232.9
24825,Three Mile And Sulfur Draw Ws Scs Site 1 Dam,North America,31.17,-104.87,USGS,record,"Global Dam Tracker:A database of more than 42750dams with location,catchment,and attribute information",9,0.365110629,24.7958,1375,720,163,21.2,10.2
20845,Pelican Lake,North America,40.18333,-109.68,USGS,record,"Global Dam Tracker:A database of more than 42751dams with location,catchment,and attribute information",8,14.61675999,24.7555,1458,296,18,14.9,3
19625,Putnamville Reservoir Dam,North America,42.60283,-70.93969,USGS,record,"Global Dam Tracker:A database of more than 42752dams with location,catchment,and attribute information",7,8.757721173,6.32032,39,83,15,18.4,192.2
24952,Salado Creek Ws Scs Site 11 Dam,North America,29.6017,-98.4317,USGS,record,"Global Dam Tracker:A database of more than 42753dams with location,catchment,and attribute information",7,0.112246849,19.5916,311,204,24,25.3,3.9
20625,Duck Creek Waste Area Ii Dam,North America,40.475,-89.9867,USGS,record,"Global Dam Tracker:A database of more than 42754dams with location,catchment,and attribute information",7,2.466963711,20.5642,166,68,35,18.5,115.1
21756,Tabeaud,North America,38.33333,-120.75,USGS,record,"Global Dam Tracker:A database of more than 42755dams with location,catchment,and attribute information",7,1.221147037,46.6169,342,308,115,17.8,27.9
25321,Ing. Santiago Camarena,North America,15.99669722,-92.89920833,,record,"Global Dam Tracker:A database of more than 42756dams with location,catchment,and attribute information",5,44,610.255,638,321,63,20.5,395
22526,Liberty Reservoir Dam,North America,37.32222,-84.89833,USGS,record,"Global Dam Tracker:A database of more than 42757dams with location,catchment,and attribute information",6,2.281941432,369.968,312,256,10,20.2,252.2
18205,Cushman No 1,North America,47.4228,-123.2214,USGS,record,"Global Dam Tracker:A database of more than 42758dams with location,catchment,and attribute information",5,559.1989991,235.684,428,484,145,12.6,339
19449,Bear Creek Reservoir #3,North America,43.62,-123.37,USGS,record,"Global Dam Tracker:A database of more than 42759dams with location,catchment,and attribute information",7,0.370044557,0.466159,283,471,239,13.1,158.1
18771,Sebec,North America,45.27,-69.1167,USGS,record,"Global Dam Tracker:A database of more than 42760dams with location,catchment,and attribute information",5,74.41596033,843.335,159,165,2,14.2,337.7
24648,Upper Pecan Bayou Ws Scs Site 9 Dam,North America,32.305,-99.4333,USGS,record,"Global Dam Tracker:A database of more than 42761dams with location,catchment,and attribute information",8,0.08634373,15.2355,575,353,69,25.9,4.3
23906,Broken Bow Lake,North America,34.145,-94.6889,USGS,record,"Global Dam Tracker:A database of more than 42762dams with location,catchment,and attribute information",5,1132.422687,1987.49,185,162,261,24.2,23
18340,Tabor,North America,47.27,-113.93,USGS,record,"Global Dam Tracker:A database of more than 42763dams with location,catchment,and attribute information",7,28.48109604,25.9229,1493,619,424,9.3,70.6
23239,Tecovas Pond Dam,North America,35.22,-102.095,USGS,record,"Global Dam Tracker:A database of more than 42764dams with location,catchment,and attribute information",9,0.900441754,0.175357,1120,435,102,21.1,7.3
19212,Upper & Lower Lakes Dam #1,North America,44.58,-75.31,USGS,record,"Global Dam Tracker:A database of more than 42765dams with location,catchment,and attribute information",6,14.08142886,111.935,112,70,3,16.1,242
21791,Brush Hollow,North America,38.45833,-105.05333,USGS,record,"Global Dam Tracker:A database of more than 42766dams with location,catchment,and attribute information",8,4.851284137,26.042,1671,745,132,16.4,2.8
24988,Inglis,North America,29.02,-82.61,USGS,record,"Global Dam Tracker:A database of more than 42767dams with location,catchment,and attribute information",5,41.44499034,4592.54,16,20,17,22.9,224.4
19617,New Fork Lake,North America,43.08694,-109.96806,USGS,record,"Global Dam Tracker:A database of more than 42768dams with location,catchment,and attribute information",7,25.08902094,92.253,2593,364,206,6.2,8.9
21412,Wagon Tongue #2,North America,38.91,-105.40667,USGS,record,"Global Dam Tracker:A database of more than 42769dams with location,catchment,and attribute information",8,0.050572756,14.3675,2716,734,162,7.9,4.9
20384,Little Pine Creek,North America,41.355,-77.35667,USGS,record,"Global Dam Tracker:A database of more than 42770dams with location,catchment,and attribute information",6,1.356830041,448.599,478,580,32,15.9,170.1
23601,Upper Ouachita Site 1,North America,34.64056,-94.13028,USGS,record,"Global Dam Tracker:A database of more than 42771dams with location,catchment,and attribute information",6,7.400891132,77.1551,435,302,58,23.2,83
22529,Hollybush Sediment Dam,North America,37.35611,-83.27139,USGS,record,"Global Dam Tracker:A database of more than 42772dams with location,catchment,and attribute information",7,0.493392742,11.2636,342,400,78,18.5,192.9
23315,Blue Mountain,North America,35.10167,-93.64333,USGS,record,"Global Dam Tracker:A database of more than 42773dams with location,catchment,and attribute information",5,30.83704638,1288.27,255,321,40,24.3,6.8
20000,Gering Valley C,North America,41.74167,-103.6972,USGS,record,"Global Dam Tracker:A database of more than 42774dams with location,catchment,and attribute information",8,0.091277657,12.334,1287,590,32,16.7,3.3
25339,El Pescadero,North America,14.930417,-88.025417,GRanD,record,"Global Dam Tracker:A database of more than 42775dams with location,catchment,and attribute information",6,1926,302.289,603,231,32,19.3,259.3
25423,Mardi Gras,North America,12.0528,-61.7086,Aquastat,record,"Global Dam Tracker:A database of more than 42776dams with location,catchment,and attribute information",7,0.007,7.13728,186,318,285,24.6,222.9
22129,"Lakin Wd No 49, Frd No 4",North America,37.95,-101.29,USGS,record,"Global Dam Tracker:A database of more than 42777dams with location,catchment,and attribute information",8,0.05303972,93.4037,971,317,50,19.3,6.3
23665,Scnoname 46034,North America,34.84,-80.87833,USGS,record,"Global Dam Tracker:A database of more than 42778dams with location,catchment,and attribute information",4,1.887227239,9167.49,170,120,17,21.4,21.4
22331,East Lynn Dam,North America,38.145,-82.385,USGS,record,"Global Dam Tracker:A database of more than 42779dams with location,catchment,and attribute information",6,21.20355309,337.657,277,301,5,18.5,169
22766,Keokee Dam,North America,36.845,-82.86667,USGS,record,"Global Dam Tracker:A database of more than 42780dams with location,catchment,and attribute information",7,2.405289618,7.04082,628,439,38,17.8,246
18077,Twin Falls,North America,48.7468,-80.5817,"AQUASTAT, GRanD, WRI",record,"Global Dam Tracker:A database of more than 42781dams with location,catchment,and attribute information",4,1650,9372.32,279,13,31,9.7,240.8
24099,Farmers Creek Ws Scs Site 2 Dam,North America,33.7367,-97.5417,USGS,record,"Global Dam Tracker:A database of more than 42782dams with location,catchment,and attribute information",7,0.146784341,15.7086,328,185,32,25.9,6.5
19794,Skull Creek Reservoir,North America,42.395,-118.75,USGS,record,"Global Dam Tracker:A database of more than 42783dams with location,catchment,and attribute information",8,0.123348186,22.8369,1643,791,138,13.1,2.2
23948,Dam G,North America,34.3375,-85.32583,USGS,record,"Global Dam Tracker:A database of more than 42784dams with location,catchment,and attribute information",6,2.22026734,15.0673,260,276,25,20.8,153.8
17912,J. Clark Salyer #357,North America,48.98333,-100.965,USGS,record,"Global Dam Tracker:A database of more than 42785dams with location,catchment,and attribute information",5,44.11547856,42379.7,448,21,0,14.4,36.2
23897,Mackenzie Dam,North America,34.5433,-101.4367,USGS,record,"Global Dam Tracker:A database of more than 42786dams with location,catchment,and attribute information",7,56.83514345,2702.13,1005,228,120,22,7
22930,Sequoyah Lake Dam,North America,36.29833,-91.52666,USGS,record,"Global Dam Tracker:A database of more than 42787dams with location,catchment,and attribute information",7,2.528637803,8.65202,189,184,0,22.5,146.9
22317,South Rivanna Dam,North America,38.105,-78.46833,USGS,record,"Global Dam Tracker:A database of more than 42788dams with location,catchment,and attribute information",6,47.61239962,667.145,173,193,40,19.9,27.7
25307,Brecknocks #1,North America,17.05062,-61.73774,Aquastat,record,"Global Dam Tracker:A database of more than 42789dams with location,catchment,and attribute information",7,0.02052,22.7791,40,181,29,25.1,8.6
24028,Clear Creek Ws Scs Site 27 Dam,North America,33.52,-97.5383,USGS,record,"Global Dam Tracker:A database of more than 42790dams with location,catchment,and attribute information",8,0.102378994,10.2033,316,231,58,26,6.8
24724,Clear Creek Ws Scs Site 3 Dam,North America,31.595,-99.1417,USGS,record,"Global Dam Tracker:A database of more than 42791dams with location,catchment,and attribute information",8,0.246696371,62.1192,461,303,26,25.4,4.9
24067,Sand Canyon,North America,33.648,-117.795,USGS,record,"Global Dam Tracker:A database of more than 42792dams with location,catchment,and attribute information",7,1.184142581,16.8019,71,343,86,18.7,2.3
18602,Upper Glaston West Dam,North America,46.04667,-109.80833,USGS,record,"Global Dam Tracker:A database of more than 42793dams with location,catchment,and attribute information",6,7.69199285,386.437,1543,411,49,12.2,2.7
25253,Palma Sola,North America,18.99,-71.5369,Aquastat,record,"Global Dam Tracker:A database of more than 42794dams with location,catchment,and attribute information",7,0.01,21.1053,461,149,121,19.9,8.2
21194,Rocky Flats A-4,North America,39.9,-105.1833,USGS,record,"Global Dam Tracker:A database of more than 42795dams with location,catchment,and attribute information",8,0.041938383,11.6953,1684,589,110,15.4,4.3
24828,Twin Oak Dam,North America,31.2,-96.4633,USGS,record,"Global Dam Tracker:A database of more than 42796dams with location,catchment,and attribute information",7,37.39793637,94.7014,139,90,20,25.8,6.6
23703,Scs-Fourche Maline Creek Site-02,North America,34.9583,-95.2967,USGS,record,"Global Dam Tracker:A database of more than 42797dams with location,catchment,and attribute information",7,0.242995925,41.51,281,328,112,24.3,65.9
20234,Cottonwood Creek 6-B,North America,41.31671,-96.8353,USGS,record,"Global Dam Tracker:A database of more than 42798dams with location,catchment,and attribute information",7,0.15295175,24.0238,417,140,38,18.9,8.5
24896,Chicot Lake Dam,North America,30.81833,-92.26667,USGS,record,"Global Dam Tracker:A database of more than 42799dams with location,catchment,and attribute information",7,11.964774,41.4936,28,31,0,23.9,198.2
20436,Melzingah Dam,North America,41.47194,-73.96889,USGS,record,"Global Dam Tracker:A database of more than 42800dams with location,catchment,and attribute information",5,0.21955977,511.642,190,378,56,19,145
18206,Pinto,North America,47.44833,-119.25333,USGS,record,"Global Dam Tracker:A database of more than 42801dams with location,catchment,and attribute information",6,26.14981533,488.531,504,845,66,17.2,2.9
19685,Minnewawa,North America,42.9167,-72.18,USGS,record,"Global Dam Tracker:A database of more than 42802dams with location,catchment,and attribute information",6,0.148017823,58.9432,360,450,184,15.4,177.9
20254,Stratbucker Dam,North America,41.44669,-96.01029,USGS,record,"Global Dam Tracker:A database of more than 42803dams with location,catchment,and attribute information",7,0.209691915,23.5054,329,132,46,19.3,8.5
18334,Portland Avenue Reservoir,North America,47.22482,-122.41123,USGS,record,"Global Dam Tracker:A database of more than 42804dams with location,catchment,and attribute information",7,0.191189688,9.91781,87,172,195,13.3,163.3
18359,Crow Wing 5Th Lake,North America,46.91,-94.89167,USGS,record,"Global Dam Tracker:A database of more than 42805dams with location,catchment,and attribute information",6,7.252873309,414.84,429,35,6,14.8,98.6
19220,Lock & Dam #3,North America,44.61,-92.61,USGS,record,"Global Dam Tracker:A database of more than 42806dams with location,catchment,and attribute information",4,357.709738,116889,210,50,4,17.3,99.1
19751,Reed Subwatershed Sta 45+25 #4,North America,42.15083,-95.91805,USGS,record,"Global Dam Tracker:A database of more than 42807dams with location,catchment,and attribute information",7,0.096211585,10.6606,358,216,73,18.8,5.3
22230,Howell Mine Dam,North America,37.83611,-90.95277,USGS,record,"Global Dam Tracker:A database of more than 42808dams with location,catchment,and attribute information",7,1.800883509,26.9576,324,247,60,19.9,99.8
19680,Searsburg,North America,42.8667,-72.9333,USGS,record,"Global Dam Tracker:A database of more than 42809dams with location,catchment,and attribute information",6,0.508194524,249.596,712,365,133,13.9,418.5
19283,Fern Ridge,North America,44.115,-123.29167,USGS,record,"Global Dam Tracker:A database of more than 42810dams with location,catchment,and attribute information",7,126.0618456,19.8875,134,95,0,14.3,214.3
23682,Blue Ridge,North America,34.881,-84.28,USGS,record,"Global Dam Tracker:A database of more than 42811dams with location,catchment,and attribute information",5,14.80178226,574.239,601,324,102,18.8,163.2
20345,Braidwood Station Cooling Pond Dam,North America,41.2283,-88.2133,USGS,record,"Global Dam Tracker:A database of more than 42812dams with location,catchment,and attribute information",7,27.50664537,10.1705,177,16,11,18.6,139.5
23675,Lake Maumelle Dam,North America,34.85361,-92.48695,USGS,record,"Global Dam Tracker:A database of more than 42813dams with location,catchment,and attribute information",6,272.59949,353.228,147,230,11,24.7,77.3
22879,Los Padres,North America,36.385,-121.667,USGS,record,"Global Dam Tracker:A database of more than 42814dams with location,catchment,and attribute information",6,3.823793751,109.64,905,668,186,12.5,201.2
22040,Herring Lake Dam,North America,38.75917,-91.96278,USGS,record,"Global Dam Tracker:A database of more than 42815dams with location,catchment,and attribute information",7,2.158593247,12.8842,235,150,54,20.5,91.9
22202,Beaver Creek Diversion,North America,38.23444,-120.27861,USGS,record,"Global Dam Tracker:A database of more than 42816dams with location,catchment,and attribute information",6,0.024669637,82.7093,1667,476,505,15.8,401.9
19466,Sir Adam Beck Pump,North America,43.1446,-79.0599,"AQUASTAT, GRanD, WRI",record,"Global Dam Tracker:A database of more than 42817dams with location,catchment,and attribute information",3,19.1,682237,144,182,76,16.9,165.6
23037,Scs-Barnitz Creek Site-028,North America,35.8028,-99.0217,USGS,record,"Global Dam Tracker:A database of more than 42818dams with location,catchment,and attribute information",8,0.383612857,10.7939,566,332,51,23.2,10.3
24184,Edmondson Pond,North America,33.775,-89.20333,USGS,record,"Global Dam Tracker:A database of more than 42819dams with location,catchment,and attribute information",6,125.8151492,156.756,102,74,15,22.4,163.5
21658,Sleeter Lake Dam,North America,39.12,-77.75833,USGS,record,"Global Dam Tracker:A database of more than 42820dams with location,catchment,and attribute information",7,2.238769567,28.9697,166,219,72,19.4,49.1
25055,Bradley Junction W (Ctr),North America,27.86,-81.93,USGS,record,"Global Dam Tracker:A database of more than 42821dams with location,catchment,and attribute information",7,0.552599871,14.4245,48,66,12,23.5,384.6
22985,Fourche Creek Dam  9,North America,36.53695,-90.97195,USGS,record,"Global Dam Tracker:A database of more than 42822dams with location,catchment,and attribute information",6,0.194890133,91.5416,182,162,32,22.7,177.5
23471,Scs-Sallisaw Creek Site-36,North America,35.5283,-94.6967,USGS,record,"Global Dam Tracker:A database of more than 42823dams with location,catchment,and attribute information",7,0.263965117,24.098,202,132,86,24.7,74.9
23607,Soquee River Str # 13,North America,34.65944,-83.57889,USGS,record,"Global Dam Tracker:A database of more than 42824dams with location,catchment,and attribute information",7,0.508194524,4.0603,466,186,91,19.3,134.4
21913,Lake Carnico Dam,North America,38.34555,-84.04444,USGS,record,"Global Dam Tracker:A database of more than 42825dams with location,catchment,and attribute information",7,2.914100883,0.168367,270,89,21,19,181.4
21498,Salt Creek (Upper) Dam 30,North America,39.192,-98.258,USGS,record,"Global Dam Tracker:A database of more than 42826dams with location,catchment,and attribute information",7,0.370044557,10.4813,454,233,36,20.8,7.5
20786,Barr Lake,North America,39.95333,-104.74667,USGS,record,"Global Dam Tracker:A database of more than 42827dams with location,catchment,and attribute information",8,39.59476756,105.572,1594,226,63,16.5,3
23274,Oknoname 149017,North America,35.4283,-98.705,USGS,record,"Global Dam Tracker:A database of more than 42828dams with location,catchment,and attribute information",7,0.056740165,45.8112,491,342,34,24.5,8.5
25096,P-11,North America,27.93,-81.85,USGS,record,"Global Dam Tracker:A database of more than 42829dams with location,catchment,and attribute information",7,54.33240876,27.8819,43,49,21,23.5,393.1
22481,Turlock Lake,North America,37.612,-120.593,USGS,record,"Global Dam Tracker:A database of more than 42830dams with location,catchment,and attribute information",7,56.2467726,28.7422,71,149,49,18.5,7.9
22453,Stockton Creek,North America,37.498,-119.958,USGS,record,"Global Dam Tracker:A database of more than 42831dams with location,catchment,and attribute information",7,0.453921323,14.6413,683,440,398,19.1,65.5
21073,Eagle Park Reservoir,North America,39.40333,-106.22556,USGS,record,"Global Dam Tracker:A database of more than 42832dams with location,catchment,and attribute information",7,3.883000881,17.253,3331,604,412,4.6,130.2
23975,Lock & Dam #5,North America,34.41167,-92.10333,USGS,record,"Global Dam Tracker:A database of more than 42833dams with location,catchment,and attribute information",3,75.61243773,403611,80,44,6,24.9,64.9
24546,Ferrells Bridge Dam,North America,32.765,-94.49667,USGS,record,"Global Dam Tracker:A database of more than 42834dams with location,catchment,and attribute information",7,314.4145249,0.361021,90,85,0,25.7,8.9
25420,Fortuna,North America,8.745417,-82.247917,Aquastat; GRanD,record,"Global Dam Tracker:A database of more than 42835dams with location,catchment,and attribute information",6,172.3,150.009,1379,383,441,16.5,483.1
24645,Squaw Creek Dam,North America,32.2883,-97.76,USGS,record,"Global Dam Tracker:A database of more than 42836dams with location,catchment,and attribute information",7,186.3137338,166.478,283,261,46,25.9,5.9
20878,Vancil,North America,40.36028,-103.64611,USGS,record,"Global Dam Tracker:A database of more than 42837dams with location,catchment,and attribute information",8,7.905385211,27.1406,1326,286,115,17.5,2.7
18234,Kerr,North America,47.69333,-114.23333,USGS,record,"Global Dam Tracker:A database of more than 42838dams with location,catchment,and attribute information",4,1504.847863,18298.2,968,524,46,13.8,7.2
23284,Scs-Sandstone Creek Site-016,North America,35.48,-99.615,USGS,record,"Global Dam Tracker:A database of more than 42839dams with location,catchment,and attribute information",8,1.898328575,50.515,655,437,76,23.2,7.6
21812,"Emporia, City Of, Lake Kahola",North America,38.525,-96.4117,USGS,record,"Global Dam Tracker:A database of more than 42840dams with location,catchment,and attribute information",7,8.140980245,42.3199,399,160,35,21.1,72.7
23959,Rocky Mountain Ps Lower,North America,34.36694,-85.28472,USGS,record,"Global Dam Tracker:A database of more than 42841dams with location,catchment,and attribute information",6,24.52161928,38.6366,260,276,25,20.8,153.3
24293,Red Mountain Res,North America,33.397,-117.185,USGS,record,"Global Dam Tracker:A database of more than 42842dams with location,catchment,and attribute information",7,1.665200505,28.8467,340,600,243,19.1,3.2
20273,Point View Dam,North America,40.97167,-74.25667,USGS,record,"Global Dam Tracker:A database of more than 42843dams with location,catchment,and attribute information",5,10.59560914,925.638,89,161,13,19.7,105.6
24613,Upper Pecan Bayou Ws Scs Site 12 Dam,North America,32.1883,-99.4067,USGS,record,"Global Dam Tracker:A database of more than 42844dams with location,catchment,and attribute information",8,0.196123615,51.7564,565,354,59,25.8,4.4
19963,Mantua,North America,41.50167,-111.94167,USGS,record,"Global Dam Tracker:A database of more than 42845dams with location,catchment,and attribute information",7,9.325122826,44.8502,1741,481,9,14.6,5.7
23174,Fox Mountain Lake Dam,North America,36.004,-81.002,USGS,record,"Global Dam Tracker:A database of more than 42846dams with location,catchment,and attribute information",7,0.072775429,53.4604,404,255,71,19.7,58
23745,Pickwick Landing,North America,35.07,-88.25,USGS,record,"Global Dam Tracker:A database of more than 42847dams with location,catchment,and attribute information",3,847.7720792,84926.6,165,147,61,22.4,131
17787,Daniel Johnson,North America,50.649583,-68.72875,"AQUASTAT, GRanD",record,"Global Dam Tracker:A database of more than 42848dams with location,catchment,and attribute information",4,141850,29287.6,477,162,147,8.4,354.9
18456,Scooteney Reservoir Outlet Dam,North America,46.66653,-119.03445,USGS,record,"Global Dam Tracker:A database of more than 42849dams with location,catchment,and attribute information",7,18.81059829,333.876,293,756,31,17.2,4.3
24931,Lake Houston Dam,North America,29.92,-95.1317,USGS,record,"Global Dam Tracker:A database of more than 42850dams with location,catchment,and attribute information",5,165.2742338,7230.98,22,39,12,24.5,41.4
19853,Little Choconut Site 2E Dam,North America,42.16611,-75.93916,USGS,record,"Global Dam Tracker:A database of more than 42851dams with location,catchment,and attribute information",7,0.004933927,20.6765,359,323,113,16.8,163.6
22805,Hogan Dam,North America,37.02333,-80.81667,USGS,record,"Global Dam Tracker:A database of more than 42852dams with location,catchment,and attribute information",7,1.152072053,7.71305,687,289,295,17.1,46.2
18542,Kiamika,North America,46.632917,-75.120417,"AQUASTAT, GRanD",record,"Global Dam Tracker:A database of more than 42853dams with location,catchment,and attribute information",7,618.1,687.951,351,148,3,12.7,354.7
22908,Townsend Lake Dam,North America,36.189,-79.732,USGS,record,"Global Dam Tracker:A database of more than 42854dams with location,catchment,and attribute information",6,16.29922924,275.235,242,102,11,21.4,23.3
20599,Floodwater Ret. B-5,North America,40.93167,-105.18166,USGS,record,"Global Dam Tracker:A database of more than 42855dams with location,catchment,and attribute information",7,1.946434368,51.6983,2049,731,240,13.2,2.5
19602,C J Strike,North America,42.9461,-115.9747,USGS,record,"Global Dam Tracker:A database of more than 42856dams with location,catchment,and attribute information",4,304.6700183,90099.9,802,470,92,16.9,1.4
18882,Currant Creek Reservoir,North America,44.8231,-120.53,USGS,record,"Global Dam Tracker:A database of more than 42857dams with location,catchment,and attribute information",7,1.258151492,96.5599,896,927,186,16.1,2.9
24333,Swauano Creek Dam,North America,33.0433,-94.8333,USGS,record,"Global Dam Tracker:A database of more than 42858dams with location,catchment,and attribute information",7,29.09413652,57.7159,108,60,20,26,6.9
24539,Bayou Bonne Idee Dam,North America,32.66,-91.72833,USGS,record,"Global Dam Tracker:A database of more than 42859dams with location,catchment,and attribute information",6,7.400891132,302.17,32,10,5,23.9,81.7
24058,Choctaw Creek Ws Scs Site 10A Dam,North America,33.6217,-96.6317,USGS,record,"Global Dam Tracker:A database of more than 42860dams with location,catchment,and attribute information",7,0.309603946,53.0704,238,131,44,26.5,7.6
23137,Great Falls,North America,35.80667,-85.63167,USGS,record,"Global Dam Tracker:A database of more than 42861dams with location,catchment,and attribute information",5,17.8854869,2295.35,282,149,87,20.9,163.7
19140,Middlesex No. 2,North America,44.29233,-72.68238,USGS,record,"Global Dam Tracker:A database of more than 42862dams with location,catchment,and attribute information",5,0.222026734,1333.16,334,364,69,14.9,279.7
22062,Williams Dam,North America,38.80194,-86.645,USGS,record,"Global Dam Tracker:A database of more than 42863dams with location,catchment,and attribute information",4,6.578158734,12212.4,187,201,5,19.4,232.5
23731,Oolenoy Wcd Dam # 40,North America,35.015,-82.68667,USGS,record,"Global Dam Tracker:A database of more than 42864dams with location,catchment,and attribute information",7,1.726874597,15.1161,409,319,118,19.7,109.7
18276,Minntac T,North America,47.58,-92.625,USGS,record,"Global Dam Tracker:A database of more than 42865dams with location,catchment,and attribute information",7,140.6169315,30.8337,461,21,16,12.4,224
19911,Portage Lake Dam,North America,42.35833,-84.25667,USGS,record,"Global Dam Tracker:A database of more than 42866dams with location,catchment,and attribute information",6,6.167409277,168.047,288,27,5,16.9,126.6
23729,Chatuge/Saddle Dam No. 1,North America,35.004,-83.807,USGS,record,"Global Dam Tracker:A database of more than 42867dams with location,catchment,and attribute information",7,145.5508589,5.27473,610,272,80,18.1,169.4
22674,Uvas,North America,37.067,-121.69,USGS,record,"Global Dam Tracker:A database of more than 42868dams with location,catchment,and attribute information",7,12.33481855,81.6805,284,521,63,14.1,106.6
18453,Tieton,North America,46.65667,-121.12833,USGS,record,"Global Dam Tracker:A database of more than 42869dams with location,catchment,and attribute information",6,244.2294074,485.181,1271,638,138,12.1,322.8
24241,Painted Rock Dam,North America,33.07667,-113,USGS,record,"Global Dam Tracker:A database of more than 42870dams with location,catchment,and attribute information",5,0.001233482,130993,284,687,16,28,1.3
17995,M.Br.Park River Ws.#5,North America,48.50667,-97.79167,USGS,record,"Global Dam Tracker:A database of more than 42871dams with location,catchment,and attribute information",7,0.355242774,222.136,311,9,39,13.9,151.4
20754,Des Moines County Roadgrade Dam 18-70-2,North America,40.86722,-91.11833,USGS,record,"Global Dam Tracker:A database of more than 42872dams with location,catchment,and attribute information",7,0.187489242,14.4416,199,114,71,19.8,34.8
20023,Browns Canyon No 1,North America,41.85827,-103.8755,USGS,record,"Global Dam Tracker:A database of more than 42873dams with location,catchment,and attribute information",8,0.004933927,1.11875,1259,386,65,15.9,3.7
18362,Blackwater Lake,North America,46.91833,-94.29833,USGS,record,"Global Dam Tracker:A database of more than 42874dams with location,catchment,and attribute information",7,16.37323815,21.8499,413,51,6,14.6,141.5
24423,Star Hollow Lake Dam,North America,32.4633,-97.96,USGS,record,"Global Dam Tracker:A database of more than 42875dams with location,catchment,and attribute information",8,1.793482618,13.5859,290,232,78,26,5.7
21426,Wilson Dam,North America,38.96833,-98.495,USGS,record,"Global Dam Tracker:A database of more than 42876dams with location,catchment,and attribute information",6,302.2030546,5006.06,499,254,21,21,7.1
19688,Lake Paran,North America,42.93202,-73.23678,USGS,record,"Global Dam Tracker:A database of more than 42877dams with location,catchment,and attribute information",7,0.351542329,41.3109,372,255,73,15.5,169
20227,Indian Creek Watershed Site 39,North America,41.30194,-95.80167,USGS,record,"Global Dam Tracker:A database of more than 42878dams with location,catchment,and attribute information",6,0.023436155,539.208,340,198,7,19.4,8
18749,Mckay,North America,45.60833,-118.79195,USGS,record,"Global Dam Tracker:A database of more than 42879dams with location,catchment,and attribute information",6,83.63006979,499.083,585,664,69,17.1,4.8
