"X","Dam_Name","Continent","Lat","Long","Source","Flag","Article_source","ORD_FLOW","Capacity","up_area_sk","row_min_ppt","sgr_dk_rav","row_min_tmax","row_max_aet","row_median_q","row_max_ppt","row_min_PDSI","row_min_soil","underground"
17674,"Saint-Girons","Europe",42.9756,1.1531,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",6,4.79,662.814,23.3,48,9.4,119.7,3.55,123.1,-4.69,15.7,679
18599,"Janeiro de Cima","Europe",40.0655,-7.8055,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",5,7.9,1699.87,1.4,14,12.9,95.4,2.55,356,-4,20.1,443
17328,"RHE BAJINA BASTA","Europe",43.9645,19.4102,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",4,614,13814.1,19.3,264,3.4,138.3,6.7,155.4,-4.27,39.8,706
15044,"Forsa","Europe",68.2762,16.6251,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",6,14,142.2,43.3,152,-2,83.5,41.3,283,1.98,25.7,383
15045,"Kvitfossen","Europe",68.3268,14.6523,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",7,8,7.13087,40.1,17,0.3,81.5,58.95,185.3,1.71,33.5,499
17849,"Parvomay","Europe",42.12291667,25.214177,"Balkan Rivers Document","record","A global boom in hydropower dam construction",5,3.7,12825.7,3.1,4,5.8,84.2,2,80.7,-3.25,11,108
17999,"Canelles","Europe",41.98292,0.61292,"GRanD, http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",5,107.4,1619.41,11.7,185,8.7,71.5,2.4,98,-4.02,6,437
17203,"PROVVIDENZA","Europe",44.55,11.1,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",6,139,190.279,12.3,39,6.1,125.1,2.55,136.5,-6.24,6.8,108
15949,"Llyn Brianne Dam","Europe",52.1203,-3.7699,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",7,4.4,89.75,56,0,5.7,88.2,57.3,306.5,-2.05,16.8,365
16349,"KEMBS","Europe",47.655,7.52,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",6,153.7,68.3416,10,53,4,80.2,3.65,97,-5.77,5.6,98
16687,"Amsteg-Regulierzentrale","Europe",46.7713,8.6696,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",5,1.73,590.209,18,81,2.5,137.7,55.5,206.7,-3.53,9.1,902
16924,"Bozel","Europe",45.4623,6.651,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",7,9.5,13.2453,29.5,1733,1,108.7,31.85,171.7,-4.68,4.7,827
17174,"Vrletna Kosa","Europe",44.43958333,17.312538,"Balkan Rivers Document","record","A global boom in hydropower dam construction",6,25.5,304.945,22,358,2.3,116,5.2,179.4,-5.88,29.4,553
16357,"Dessau","Europe",47.7393,10.8257,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",5,10.3,1814.82,14.1,17,4.5,126,40.1,202.5,-3.81,14.4,153
17694,"Lourdios-Ichre","Europe",43.0418,-0.6556,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",7,1.105,6.4323,25.3,430,8.4,119,3.35,168.6,-4.61,30.1,529
15202,"Hrauneyjafoss","Europe",64.18708,-19.22208,"GRanD, http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",5,210,1241.04,39.6,17,-4.4,64.3,43.9,206,-2.17,33.5,0
15032,"Alta krv","Europe",69.7049,23.8185,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",5,180,7652.72,20.6,280,-6,86.5,2.15,134.9,2.48,19.4,183
5793,"Niman","Europe",51.55208333,132.460417,"WWF Amur Region","record","A global boom in hydropower dam construction",4,450,13833.3,1.6,16,-18.8,120.6,5.35,214.9,2.71,50.2,188
15791,"Bruar Hydro Scheme","Europe",56.8315,-3.9299,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",6,1.9,54.0569,64.6,289,3.5,87.5,55.3,243.3,-2.23,15.3,378
15630,"Byrte","Europe",59.5576,7.8115,"GRanD","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",6,25,54.1531,12.3,373,-4.1,81,13.6,156.2,-2.97,9.6,653
16813,"Fionnay (Mauvoisin)","Europe",46.1573,7.2092,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",4,140,3653.55,13.6,11,4.5,87.7,3.55,100.2,-4.98,2.4,541
15828,"Clachan","Europe",56.3,-5.5833,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",7,40,9.04729,67.3,57,7.7,89.1,48.4,288.3,-1.64,19.8,305
15543,"Liarelva","Europe",59.807,5.9818,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",7,2,4.42689,52.1,3679,0.6,81.3,150.4,522.9,-2,26,533
16049,"HEID-DE-GOREUX 1","Europe",50.426,5.7328,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",5,8,956.172,20,47,5.1,115.6,6.05,122.8,-4.67,11,391
15328,"Alakoski","Europe",62.55,29.25,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",7,4.6,0.593378,21.7,42,-4.2,108.5,3.15,112.5,-1.78,39.5,115
18603,"Ilarionas","Europe",40.0966,21.8039,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",5,154,5001.86,35.1,59,7.3,97.4,3.25,95.6,1.58,9.3,459
16188,"Nancy","Europe",48.6901,6.176,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",7,1.5,16.3007,11.2,52,5.4,113.5,3.95,112.3,-4.09,11.7,221
17653,"Bioce/Ljesnica","Europe",42.93125,19.85757,"Balkan Rivers Document","record","A global boom in hydropower dam construction",6,4.45,196.97,41.5,92,1.1,106.1,4.65,193.5,-3.58,23.7,573
15316,"Litjfossen","Europe",62.6648,10.1463,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",5,83,1137.32,18.8,135,-7.8,83.7,7.4,117,-1.75,29.9,251
17635,"Bakovica Klisura","Europe",42.86458333,19.52708333,"Balkan Rivers Document","record","A global boom in hydropower dam construction",5,150,480.895,35.1,58,0.6,99.7,30.2,227.9,-4,25.2,672
17087,"Mreznica","Europe",45.08125,15.382777,"Balkan Rivers Document","record","A global boom in hydropower dam construction",6,10,71.8399,19.3,16,3.8,106.7,4,233.8,-5.39,32.4,247
15832,"Turret water treatment works","Europe",56.373,-3.8393,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",5,1.9,465.381,38.7,19,5.6,72.6,24.25,195.8,-2.41,5.7,208
16512,"Soulce-Cernay","Europe",47.328,6.8684,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",5,1.1,1235.12,17.8,22,2.9,105.6,14.6,164.2,-5.42,7.4,392
16275,"Plouasne","Europe",48.3118,-2.0078,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",7,5,11.8518,6.4,12,8.7,97.6,4.45,145.8,-4.07,20.7,144
18000,"Gomsiqe 1-4","Europe",41.99108,19.77142,"Balkan Rivers Document","record","A global boom in hydropower dam construction",6,11,85.8107,19.5,194,7.7,94.7,33.2,362.3,-4.09,20.7,529
17271,"Quinson","Europe",43.69875,6.05375,"GRanD, http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",5,1.15,1647.64,3.8,226,8.7,103.8,2.35,108,-6.43,9.2,319
15567,"Djupdal","Europe",59.9396,9.3392,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",5,17,3798.8,10.6,42,-5.2,95.1,4.65,169.2,-4.41,9.1,361
15027,"Kildalen","Europe",69.666,21.1067,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",6,9,155.723,21.5,234,-2.8,75,21.6,141.9,3.21,9.2,369
15766,"Skogaby","Europe",56.5333,13.1833,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",7,12.5,12.1856,4.3,33,1.7,91,5.1,172.1,-2.73,16.9,172
15125,"Gejman","Europe",65.572,15.1816,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",5,66,477.168,26.5,276,-6.8,79.8,8.2,120.6,1.26,22.2,194
17878,"Struma 1","Europe",42.42989333,22.70072667,"Balkan Rivers Document","record","A global boom in hydropower dam construction",5,3.2,2125.09,19.2,33,2.5,123.2,2.6,128,-1.55,17.4,597
15511,"Lya","Europe",60.6643,8.681,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",5,6,2085.59,6.5,313,-8.7,85.2,3.55,96.1,-3.02,8.1,503
16772,"Genissiat","Europe",46.05375,5.81292,"GRanD, http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",4,420,10878.2,16.8,282,5.9,121.5,12.6,208.5,-5.21,11.7,213
16908,"BORT","Europe",45.413,2.4978,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",5,235,997.091,16,281,6.4,103.4,2.75,100.3,-6.28,10.5,319
16074,"Trier","Europe",49.728,6.6245,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",4,18.8,23744.2,19.8,19,5.7,105.1,5.3,114.1,-4.81,13.3,371
17414,"PROAZA 1","Europe",43.2518,-6.0163,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",5,49.54,427.552,16.5,199,9.9,102.7,5,125.4,-1.62,81.3,644
17298,"Bessires","Europe",43.797,1.5859,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",4,4.6,8913.59,7.4,16,7.6,94.9,2.75,112.8,-4.57,16.2,183
18313,"Assomata","Europe",40.47375,22.24208,"GRanD, http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",5,108,6089.02,27.7,59,7.7,105.8,2.8,107.9,0.87,6.2,337
17559,"Andrijevo","Europe",42.672538,19.36875,"Balkan Rivers Document","record","A global boom in hydropower dam construction",5,127.4,436.31,30.7,185,2.7,91.2,17.05,305.9,-4.65,23,635
15355,"Furset","Europe",62.2828,6.8848,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",6,5,157.749,86.6,406,0.1,79.8,56.7,435.5,-1.72,29.3,663
16282,"Eitting","Europe",48.3586,11.8822,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",6,26,297.109,12.7,31,4,96.7,5.05,102.9,-5.35,5.2,43
17137,"Bustinica -H","Europe",44.17396633,16.25520033,"Balkan Rivers Document","record","A global boom in hydropower dam construction",6,1.5,143.167,16.2,123,4.1,82.1,3.4,217.3,-6.43,19.9,516
17979,"Caja","Europe",41.90402417,20.44569083,"Balkan Rivers Document","record","A global boom in hydropower dam construction",7,5,126.552,43.1,1019,1.4,113.4,7.2,149,-2.64,22.8,641
17671,"Poscenje","Europe",42.974115,19.03125,"Balkan Rivers Document","record","A global boom in hydropower dam construction",6,7.3,474.448,33.9,457,1,92.2,21.65,197.7,-4.15,17.9,466
18078,"Tzankov Kamak","Europe",41.83726272,24.42107061,"Balkan Rivers Document","record","A global boom in hydropower dam construction",6,2.7,1201.2,11.3,66,3.6,91.8,2.3,86.3,-2.38,10.4,677
16471,"Etzelwerk Altendorf","Europe",47.1631,8.7848,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",6,135,156.718,12,135,2.1,124.5,33.8,171.6,-4.11,9.6,516
17989,"SALAS GRUPO 1","Europe",41.9443,-8.0349,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",5,52.82,851.412,7.1,125,10.9,106.5,4.3,387.3,-3.38,47.3,321
15865,"Tongland","Europe",55.0736,-4.1408,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",5,33,454.868,49.6,5,5.4,91.7,41.5,252.5,-2.21,15.6,181
15348,"Krokstršmmen","Europe",62.0411,14.9004,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",5,103,10046.1,11.5,164,-5.5,99.4,5.45,110,-1.84,36.3,248
17487,"Priboj","Europe",43.56458333,19.538709,"Balkan Rivers Document","record","A global boom in hydropower dam construction",5,12,3554.72,26.9,17,2.5,127.5,6.7,176.8,-4.16,29.3,624
16339,"Klingnau","Europe",47.6097,8.2375,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",4,42.6,15845.8,15.4,10,4.1,119.7,10.65,122.1,-5.31,6.8,302
17343,"Montauban","Europe",44.0226,1.3638,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",7,2.35,11.2695,6.8,27,7.8,96.6,2.85,119.7,-5.22,17.2,74
16538,"Dubrava Hydroelectric Power Plant Croatia Croatia","Europe",46.3205,16.7489,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",4,76,15848.3,14.4,27,4.5,106.1,3.95,132.4,-4.97,17.2,11
15882,"Kruonis Pumped Storage Hydroelectric Power Plant Lithuania","Europe",54.799,24.2475,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",6,900,759.973,3.9,33,-0.3,115.1,4.1,120.6,-2.68,21.3,148
16840,"Ackersand 1","Europe",46.2389,7.8747,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",5,29.2,737.977,15.2,228,3.2,77.6,6.95,79.9,-6.21,2.6,687
15189,"Hvammur","Europe",64.020061,-20.24786,"http://www.thjorsa.is/category.aspx?catID=48","record","A global boom in hydropower dam construction",6,82,75.8321,35.7,113,-1.3,64.2,50,194,-2.48,27.6,0
16876,"Saint-Jean-de-Maurienne","Europe",45.2719,6.3455,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",7,3.9,17.6721,16.9,1327,6.2,87.8,4.05,115.7,-5.39,3.6,714
15872,"Beshenkovichi","Europe",55.07851383,29.51184717,"http://export.by/en/?act=news&mode=view&id=45866","record","A global boom in hydropower dam construction",4,30,31563.8,9.6,10,-1.9,106.2,4.65,98.5,-1.93,34.4,85
17643,"Laruns","Europe",42.8923,-0.4198,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",6,19.739,59.4926,34.8,355,6.7,121.4,4.8,171.4,-4.15,28.7,814
15811,"Lussa","Europe",56.0328,-5.787,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",7,2.4,21.4567,71.8,359,7.1,87.3,60.45,278.4,-1.65,25.3,272
15884,"_ydowo","Europe",54.025,16.7069,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",7,157,13.871,3,421,1.5,78.7,2.3,81.5,-7,16.7,184
16629,"Rosegg-St. James","Europe",46.5696,14.0268,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",4,80,7259.49,24.8,13,0.8,131.7,15.65,183.8,-3.44,12.3,425
18586,"Bistrica 4","Europe",39.92291667,20.156957,"Balkan Rivers Document","record","A global boom in hydropower dam construction",6,1335,61.7509,15.2,81,10.6,109.4,6.2,321.9,-2.02,25.8,642
17914,"Gradsko","Europe",41.5689405,21.9685595,"Balkan Rivers Document","record","A global boom in hydropower dam construction",4,17,14250,21.4,5,5.7,103.9,2.1,104.8,-1.67,8.7,405
16739,"Le Palais-sur-Vienne","Europe",45.8737,1.3248,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",7,2.2,75.1005,24,159,7.5,135.2,4.9,140.9,-3.02,37.1,310
17282,"Montredon-LabessonniŽ","Europe",43.7241,2.3217,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",7,1.45,20.9377,4.8,246,6.9,129,3.85,134.9,-4.48,39.4,418
16767,"S.FIORANO","Europe",46.0442,10.3521,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",5,544,766.864,9.4,98,6.1,96.5,3.3,101.4,-5.47,1.6,773
16228,"VOGELGRUN","Europe",48.0201,7.5743,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",7,140.5,22.1359,18.7,11,5,85.9,4,102.6,-5.29,9.6,90
18634,"Penacova","Europe",40.2975,-8.2487,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",5,9.6,717.028,1,55,14,90.4,2.55,281,-4.26,32.2,336
17737,"Orcush","Europe",42.04827033,20.59410367,"Balkan Rivers Document","record","A global boom in hydropower dam construction",6,5.6,256.156,52,349,1.2,121,5.8,139.7,-2.18,27.5,664
16794,"Je?ica","Europe",46.09854117,14.52229217,"http://ksh.fgg.uni-lj.si/bled2008/cd_2008/04_Water%20management/159_Kryzanowski.pdf","record","A global boom in hydropower dam construction",5,55,2259.72,34.7,23,3.4,126.7,14.05,256.7,-5.6,10.6,232
15907,"Llyn Celyn","Europe",52.94875,-3.67458,"GRanD, http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",6,4.5,59.2398,54.5,116,5.1,83.5,37.5,219.2,-2.24,27.3,343
16611,"Olivone","Europe",46.5296,8.9436,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",7,102,106.696,20.8,1492,2.5,121.8,29.55,185.8,-4.39,6.2,826
17020,"Senj 2","Europe",44.76458333,15.202537,"Balkan Rivers Document","record","A global boom in hydropower dam construction",6,342,53.4861,17.9,8,2.6,97.3,4.1,309.5,-5.35,26.7,370
16193,"Bittenbrunn","Europe",48.7345,11.1438,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",4,20.2,19818.5,14.2,9,3.4,80,11.95,134.5,-4.66,10.1,126
17136,"BARGI CENTRALE","Europe",44.1705,11.0888,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",7,281,10.3174,19.7,370,7.3,121.1,5.9,199.6,-5.34,37.8,521
17569,"Drelaj","Europe",42.69791667,20.12391,"Balkan Rivers Document","record","A global boom in hydropower dam construction",6,6.2,155.056,38.7,97,-1,107.1,8.6,173.6,-2.58,32.1,567
16174,"Ducey","Europe",48.6126,-1.2793,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",5,1.6,766.805,8.5,57,8.6,89.7,3.75,134.7,-5.44,25.1,191
15785,"Clunie","Europe",56.71875,-3.83292,"GRanD, http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",5,61.2,832.624,50.5,9,4.2,85.1,34.7,196.7,-1.96,7.9,397
17784,"PORTODEMOUROS GRUPO 2","Europe",42.3167,-7.0274,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",7,88.12,26.8173,17,552,8.3,103.3,3.3,229.7,-3.4,28.7,475
15368,"Bergvik","Europe",61.2667,16.85,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",6,16.2,166.667,9.3,43,-3,101.3,4.75,105.7,-2.77,58.8,316
15639,"Dejefors","Europe",59.6167,13.4667,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",4,20,11486.5,3.9,8,-2.3,86.7,5.15,85.1,-2.39,15.6,251
16026,"PSW Langenprozelten","Europe",50.0531,9.5814,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",7,164,21.2158,24.4,182,4.3,81.7,13.7,171.1,-5.21,17.1,377
15979,"Koepchenwerk","Europe",51.4105,7.4531,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",5,153,3426.98,21.3,15,6,95.5,5.2,132,-4.51,11,339
15102,"Sjona","Europe",66.3106,13.5635,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",7,60,3.01738,40.6,0,-1.5,84.8,123.35,396.3,2.62,29.2,421
16553,"Cavergno","Europe",46.3452,8.6062,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",6,114,120.515,20.1,294,3.6,118.9,7.15,137,-5.53,2.3,901
18594,"Sasaj","Europe",40.02708333,19.93958333,"Balkan Rivers Document","record","A global boom in hydropower dam construction",6,4.2,31.5426,11.7,596,8.7,108,5.55,289.6,-2.06,22.2,502
17964,"Lindoso","Europe",41.8595,-8.2704,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",5,44.1,1559.72,4.6,132,12.5,98,4.2,421.5,-3.3,50.1,435
16408,"Dallenwil","Europe",46.9242,8.3879,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",7,18.24,11.2904,15.8,1761,3.7,126.5,44.2,179.8,-4.09,7.3,694
17421,"Brodarevo 2","Europe",43.29526467,19.71306867,"Balkan Rivers Document","record","A global boom in hydropower dam construction",5,23,2774.67,32.3,36,1,120.8,5.9,175,-3.7,39.6,605
18827,"Azutan","Europe",39.77708,-5.09042,"GRanD, http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",4,198.01,34721.5,0.6,75,12.1,66.3,0.95,113.9,-4.8,9.7,354
15350,"Savalen","Europe",62.1868,10.6171,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",6,78,136.863,8.7,261,-7.8,85.5,4.35,79.6,-2.18,12.8,326
15571,"Mykstufoss","Europe",60.0493,9.2006,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",5,72,3606.39,9.4,79,-6.2,95.9,3.5,144.9,-4.18,9,386
15628,"Bjordal","Europe",59.5393,5.5952,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",7,6,12.5113,55.7,342,1.3,80.6,147.7,436.8,-1.89,28,400
17818,"Jasiq","Europe",42.491888,20.26041667,"Balkan Rivers Document","record","A global boom in hydropower dam construction",6,1.9,39.8776,40.5,405,1.6,115.9,5.1,177.4,-1.69,22.4,381
15313,"Ulset","Europe",62.6187,10.2545,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",5,40,1097.75,17.8,135,-8.4,86.9,5.75,110,-1.75,33.7,251
15025,"Bergsbotn","Europe",69.4332,17.4829,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",7,10,21.6523,38.7,2498,-1.3,71.6,40.25,212.6,1.41,23.1,598
16563,"Biaschina","Europe",46.372,8.9161,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",5,141,424.967,19.3,75,4.8,121.6,8.95,184.3,-5.41,2.2,961
15290,"Pankakoski","Europe",63.3167,30.15,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",7,15,41.7081,19.1,36,-5.4,101.3,2.8,150.7,1.42,40.7,129
18122,"Quekes Skumbin","Europe",41.108025,20.458025,"Balkan Rivers Document","record","A global boom in hydropower dam construction",6,3,103.915,25.2,325,5.1,100.1,3.75,143.8,-2.45,37,588
16572,"Fieschertal","Europe",46.422,8.1454,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",6,64,70.9381,17.8,1147,0.5,114.5,5.85,119.6,-4.95,4.7,744
15443,"Lomen","Europe",61.1355,8.8793,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",5,60,856.095,7.8,190,-7.9,88.7,5.25,117.9,-1.93,11.6,312
